"Attribute";"Description";"MetaComponent";"LogicalPath";"Infrastructure";"DataType";"Values";"Entity";"Length";"Precision";"Scale";"Format";"Multiplicity";"MinValue";"MaxValue";"PhysicalAttribute";"BusinessObjectDependency";"BusinessObjectAttributeDependency";"Remark";"RequirementId";"Component";"Physical";"PhysicalEntity";"URL";"Discriminator";"BusinessObject";"BusinessFunction";"BusinessProcess";"Technology";"BusinessContact";"TechnologyContact";"ImplicitImport";"IsBusinessObjectAttribute";"BusinessObjectAttributeMapping";"BusinessObjectAttributeMappingDiscriminator";"BusinessObjectMapping";"BusinessObjectMappingDiscriminator";"NameInBusinessLanguage";"ConstantValue";"MetaType";"GUIName";"GUIType";"Namespace";"Nullable"
"Address";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/Address";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/Address";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine1";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/AddressLine1";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/AddressLine1";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine1Kanji";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/AddressLine1Kanji";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/AddressLine1Kanji";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine2";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/AddressLine2";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/AddressLine2";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine2Kanji";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/AddressLine2Kanji";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/AddressLine2Kanji";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"BuildingNumber";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/BuildingNumber";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/BuildingNumber";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"City";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/City";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/City";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"CityKanji";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/CityKanji";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/CityKanji";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"Description";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/Description";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/Description";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"Location";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/Location";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/Location";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"Notes";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/Notes";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/Notes";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"PropertyNumber";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/PropertyNumber";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/PropertyNumber";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"PolicySystemID";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/PolicySystemID";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Properties/PolicySystemID";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"Color";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/Color";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/Color";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"LicensePlate";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/LicensePlate";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/LicensePlate";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"Make";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/Make";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/Make";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"Model";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/Model";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/Model";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"PolicySystemID";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/PolicySystemID";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/PolicySystemID";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"SerialNumber";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/SerialNumber";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/SerialNumber";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"State";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/State";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/State";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"VehicleNumber";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/VehicleNumber";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/VehicleNumber";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"Vin";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/Vin";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Vehicles/Vin";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"Address";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Address";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Address";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine1";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/AddressLine1";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/AddressLine1";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine1Kanji";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/AddressLine1Kanji";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/AddressLine1Kanji";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine2";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/AddressLine2";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/AddressLine2";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"AddressLine2Kanji";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/AddressLine2Kanji";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/AddressLine2Kanji";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"City";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/City";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/City";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"CityKanji";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/CityKanji";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/CityKanji";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"EffectiveDate";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/EffectiveDate";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/EffectiveDate";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"ExpirationDate";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/ExpirationDate";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/ExpirationDate";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"InsuredName";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/InsuredName";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/InsuredName";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"IsArchived";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/IsArchived";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/IsArchived";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"PolicyNumber";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/PolicyNumber";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/PolicyNumber";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"PolicyType";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/PolicyType";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/PolicyType";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"PostalCode";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/PostalCode";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/PostalCode";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"CEDEX";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/CEDEX";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/CEDEX";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"CEDEXBureau";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/CEDEXBureau";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/CEDEXBureau";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"ProducerCode";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/ProducerCode";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/ProducerCode";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"State";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/State";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/State";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"Status";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Status";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPoliciesResponse/return/Entry/Status";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"AccountNumber";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/AccountNumber";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/AccountNumber";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"AsOfDate";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/AsOfDate";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/AsOfDate";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"CompanyName";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/CompanyName";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/CompanyName";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"CompanyNameKanji";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/CompanyNameKanji";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/CompanyNameKanji";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"FirstName";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/FirstName";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/FirstName";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"FirstNameKanji";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/FirstNameKanji";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/FirstNameKanji";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"IncludeArchived";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/IncludeArchived";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/IncludeArchived";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"LastName";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/LastName";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/LastName";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"LastNameKanji";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/LastNameKanji";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/LastNameKanji";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"NonRenewalCode";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/NonRenewalCode";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/NonRenewalCode";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"PolicyNumber";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/PolicyNumber";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/PolicyNumber";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"PolicyStatus";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/PolicyStatus";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/PolicyStatus";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
"PrimaryInsuredCity";"";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/PrimaryInsuredCity";"";"/pc1000/CCPolicySearchIntegration.wsdl/searchForPolicies/criteria/PrimaryInsuredCity";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"min undef-max undef";"";"";"";"";"";"";"";"CCPolicySearchIntegration.wsdl";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"";"";"";"";"";"";"";"";"http://www.w3.org/2001/XMLSchema";""
